title,imdbId,tmdbId
Three Little Bops (1957),0051078,91204
Up a Tree (1955),0048768,67709
Grin and Bear It (1954),0047053,66870
Dragon Around (1954),0046932,55510
Spare the Rod (1954),0047518,67173
Corn Chips (1951),0043428,53751
Working for Peanuts (1953),0046560,46709
Plutopia (1951),0043925,67160
Chicken in the Rough (1951),0043402,74956
Slide Donald Slide (1949),0041884,67170
The Simple Things (1953),0046318,67600
Cold Storage (1951),0043420,80040
Pluto and the Gopher (1950),0041751,175999
Chip an' Dale (1947),0039263,53478
Wet Paint (1946),0039100,67712
Sleepy Time Donald (1947),0039838,67169
Mickey's Birthday Party (1942),0035064,67009
The Nifty Nineties (1941),0033951,67594
Figaro and Cleo (1943),0035873,109355
Symphony Hour (1942),0035404,67502
Tea for Two Hundred (1948),0040863,90497
Mickey Down Under (1948),0040587,67004
Window Cleaners (1940),0033268,99968
Pluto's Dream House (1940),0032918,67161
Modern Inventions (1937),0029257,58149
Mickey and the Seal (1948),0040588,67001
Little Red Riding Hood (1922),0013323,106109
Peter and the Wolf (1946),0038836,31518
Goofy's Glider (1940),0032544,66868
Old King Cole (1933),0024403,57646
The Pied Piper (1933),0024451,67596
The Bears and Bees (1932),0022659,67573
Pigs in a Polka (1943),0036264,100323
Porky in Egypt (1938),0030603,100333
Page Miss Glory (1936),0028075,188781
Hare-um Scare-um (1939),0031405,152047
Prest-O Change-O (1939),0031822,188764
Porky's Hare Hunt (1938),0030608,188763
Tortoise Beats Hare (1941),0034305,100379
Springtime (1929),0020445,67175
Aniyathipraavu (1997),0281594,151909
LEGO Jurassic World: Indominus Escape (2016),6101862,419566
Psych: The Movie (2017),6868216,457840
Requiem for a Robot (2013),1837009,392046
Kilukkam (1991),0255306,139476
I'll Be Home for Christmas (2016),5860940,421632
Cek Toko Sebelah (2016),6366854,428515
Hysterical (1983),0085704,73626
The Proud Family Movie (2005),0448090,61728
Pixel Perfect (2004),0393596,124117
Hey Bunny (2017),5821208,426198
Butterfly (2004),0440939,19935
Peter Bell (2002),0261175,28827
Peter Bell II: The Hunt for the Czar Crown (2003),0357959,21664
I am Diego Maradona (2015),4532888,373302
Rapsittie Street Kids: Believe in Santa (2002),0341543,413817
The Christmas Train (2017),7370936,474982
The Magic Cloak of Oz (1914),0004286,56181
The Tale of the Bunny Picnic (1986),0092046,31615
Every Day (2018),7026672,465136
The Patchwork Girl of Oz (1914),0004457,74827
Sorochinskaya yarmarka (Sorochintsi Fair) (2004),1159580,82263
"His Majesty, the Scarecrow of Oz (1914)",0004099,62935
A Fox's Tale (2008),0830861,31250
Aile Arasında (2017),7642818,477313
Land of No Return (1978),0073261,126493
The Dreamer of Oz (1990),0099464,110920
Treasure Hounds (2017),6400674,472110
Correcting Christmas (2014),3915160,313945
The Good Witch's Wonder (2014),3197176,230408
Meow (2017),7070496,466924
The Big Space Travel (1975),0321492,163843
Momo (1986),0091537,2265
Green Grass of Wyoming (1948),0040402,18985
Just Before Losing Everything (2013),2689992,222796
Tree Man (2016),3246684,426578
Early Man (2018),4701724,387592
Hans Christian Anderson's The Little Mermaid (1975),0070326,59593
Family Party (2015),4966266,362555
The Mystery of Green Hill (2017),6484954,432294
The Feather Fairy (1985),0089800,29180
I Downloaded a Ghost (2004),0308310,25198
Roxy Hunter and the Mystery of the Moody Ghost (2007),0922591,60869
Roxy Hunter and the Myth of the Mermaid (2008),1177939,60870
Roxy Hunter and the Secret of the Shaman (2008),1043867,53181
Crossing the Line (2002),0323109,385986
Shaadi Mein Zaroor Aana (2017),7469726,480810
The Night They Saved Christmas (1984),0087797,40934
Clipping Adam (2004),0372215,367795
Woody Woodpecker (2017),2114504,462883
Lego Scooby-Doo!: Haunted Hollywood (2016),5548284,392536
Lego DC Comics Super Heroes: The Flash (2018),7877382,504997
Time at the Top (1999),0160986,142815
Rosa: The Movie (2007),0997260,34183
Alamara (2017),6239586,449342
Jacobinte Swargarajyam (2016),5376232,388088
Lu Over the Wall (2017),6452332,436120
Time to Run (1974),0070806,277357
Sherlock Gnomes (2018),2296777,370567
Chatterbox (2009),1508245,145478
In Search of Dr. Seuss (1994),0110121,47176
Taking Flight (2015),5020174,364305
The Miracle Maker (2000),0208298,30628
Buster & Chauncey's Silent Night (1998),0167064,26312
A Wrinkle in Time (2018),1620680,407451
Best Player (2011),1535615,60089
Annabelle's Wish (1997),0133372,13664
Julianne (1988),0123931,244336
Cirque du Soleil: Corteo (2006),1190708,15551
Cirque du Soleil: Journey of Man (2000),0213749,16641
Free to Be… You and Me (1974),0194897,49766
Cirque du Soleil: Alegría (2001),0312571,15549
iCarly: iGo to Japan (2008),1286124,62459
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (1988)",0094500,201281
Я худею (2018),7863198,497713
Benji (2018),1799516,495193
I Can Only Imagine (2018),6450186,470878
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash (2016),5251438,382512
Bruno & Boots: The Wizzle War (2017),6339042,472373
The Exciled Cow (2014),3451500,262697
Ruben's Place (2012),2609706,256935
Anne of Green Gables: A New Beginning (2008),1063034,44576
Heidi 4 Paws (2008),1156448,230063
The Wiggles Movie (1997),0128842,74079
Thomas & Friends: Misty Island Rescue (2010),1683981,76263
The Little Engine That Could (2011),1764666,74147
Harley's Hill (2011),1949546,83927
Thomas & Friends: Blue Mountain Mystery - The Movie (2012),2213346,132156
Trooper and the Legend of the Golden Key (2012),2326714,138292
Thomas & Friends: King of the Railway (2013),2641678,221029
A Talking Pony!?! (2013),2757592,250243
Thomas & Friends: Tale of the Brave: The Movie (2014),3282174,292821
A Tiger's Tail (2014),3497328,270600
A Gift Horse (2015),3954294,325791
Arlo: The Burping Pig (2016),4469850,425674
Choose Your Own Adventure - The Abominable Snowman (2006),0460746,67519
Gamba (2015),4668834,400328
LEGO Friends: Girlz 4 Life (2016),5424368,378858
Tangled: Before Ever After (2017),5533228,438747
Thomas & Friends: The Great Race (2016),5563932,399268
Barbie & Her Sisters in a Puppy Chase (2016),5888384,417047
Jurassic School (2017),6131386,438817
Trolls Holiday (2017),6645614,484510
Peppa Pig: My First Cinema Experience (2017),6771444,445162
The BFG (1989),0096866,15433
Hyper Hamster (2018),5822132,478260
Surviving The Wild (2018),6212378,503267
The Colt (2005),0416654,14973
Jesus Christ Superstar Live in Concert (2018),6874964,495029
Rip Tide (2017),6262764,457262
Pranchiyettan & The Saint (2010),1695800,79897
Njandukalude Naattil Oridavela (2017),6096884,468848
Thenmavin Kombath (1994),0255643,247729
Ann Maria Kalippilaanu (2016),5838806,411053
Oru Muthassi Gadha (2016),5458448,417977
C/O Saira Banu (2017),6541008,448510
How Old Are You (2014),3734466,270593
Immanuel (2013),2787096,187460
North 24 Kaatham (2013),3198468,224057
5 Sundarikal (2013),3005920,204259
"Well, Come On, Smile (1985)",0123904,280219
Out of Scale (1951),0043890,67158
Gnome Alone (2017),5851786,466876
Shaggy Christmas Trees (2014),4706702,322075
Blinky Bill (1992),0103837,156162
Helium (2013),3346410,249699
Adventure In The Hopfields (1954),0165075,274894
Sgt. Stubby: An American Hero (2018),5314190,433694
Knight-Mare Hare (1955),0048263,101512
The Dover Boys at Pimento University (1942),0034675,121171
Happy Go Ducky (1958),0051698,40531
Hare-Breadth Hurry (1963),0057126,106931
Tweety Pie (1947),0039923,88768
Christmas in the Clouds (2001),0221074,13356
Mad as a Mars Hare (1963),0057272,101515
The House of Tomorrow (1949),0041488,87211
Last Train Home (1989),0099989,205997
Aniki Bóbó (1942),0034461,81210
Incredibles 2 (2018),3606756,260513
Bille (2018),6020486,519421
A Kid Like Jake (2018),6884200,467917
Solo: A Star Wars Story (2018),3778644,348350
LEGO DC Super Hero Girls: Super-Villain High (2018),8050266,506734
The Legend of Johnny Lingo (2003),0367960,50610
Johnny Lingo (1969),0365393,50608
The Skipper 2 (1989),0133332,78259
The Skipper (1987),0133331,78257
An Elephant and a Rope (1945),0170584,471875
Onni von Sopanen (2006),0819792,373482
Mystery of the Wolf (2006),0801011,54708
Hayflower and Quiltshoe (2002),0339134,54763
Zoo (2018),3688342,472553
Day-O (1992),0104059,263091
Veera (1994),0140673,66248
Dharmathin Thalaivan (1988),0319290,66262
Rolli - Amazing Tales (1991),0102824,64038
Ananda Thandavam (2009),1365436,323152
Kaavalan (2011),1821478,58723
Ghilli (2004),0422320,63647
Thumbelina (1964),0188580,85035
"Pro Fedota-streltsa, udalogo molodtsa (2008)",1371638,28833
About Sidorov Vova (1985),1256533,219995
Cat house (1958),0211470,90033
Petia and Little Red Riding Hood (1958),0219248,77297
Kashtanka (1952),2964476,306041
The Frog Princess (1954),4270534,90512
Shapoklyak (1974),0201920,79702
Skazka o zolotom petushke (1967),0214139,90326
"Vacation of Petrov and Vasechkin, Usual and Incredible (1984)",0082941,192305
Little Boat (1970),2213622,203914
Magic Power (1970),0334650,396477
Blue Puppy (1976),0212969,84821
Cheburashka Goes to School (1983),0487562,79703
A Very Old Story (1968),0166367,80244
The Snow Queen (1966),0254782,14493
The Adventures of the Yellow Suitcase (1970),0066245,85355
Saturday's Warrior (1989),0382958,68106
Saturday's Warrior (2016),4699130,387026
Bigger Fatter Liar (2017),5846744,437042
Adventures of Vasia Kurolesov (1981),0260295,77767
The Tale of Tsar Saltan (1966),0174207,14480
New Year Adventures of Masha and Vitya (1975),0756321,66086
The Dog In Boots (1981),0218534,91653
The Brave Tin Soldier (1976),1179072,90566
Hotel Transylvania 3: Summer Vacation (2018),5220122,400155
Black and White Magic (1983),0168989,211655
The Girl and the Bugler (1965),0059952,152355
Tiger on the Sunflower (1981),0212558,219796
Cheburashka (2014),3676322,278082
Маленькие комедии большого дома (1974),0190544,442058
Cinderella (1979),0222511,90281
Annamayya (1997),0249361,80798
Ramayanam (1996),1125830,80940
Las furias (2016),4811564,422439
The Adventure Club (2017),4229578,437331
Chandrettan Evideya (2015),4648304,338694
Shapeshifter (1999),0202586,201875
Mad World (2016),6041030,413838
Des Kaisers neue Kleider (2010),1683412,268891
Timetrip: The Curse of the Viking Witch (2009),1345782,39118
The Real Tale (2011),2093218,78184
Where Is Winky's Horse? (2007),0926766,49432
The Skippers of the Cameleon (2003),0314620,33021
"Red, Honest, in Love (1984)",0213207,235529
The Swan Princess: Royally Undercover (2017),6687748,443484
Jungle Emperor Leo (1997),0119406,14368
Big Red (1962),0055793,61871
Monster High: New Ghoul at School (2010),1789846,183443
All About My Dog (2005),0475974,434623
Millionaire Dogs (1999),0138613,65404
The Little Girl Who Sold the Sun (1999),0196848,108850
Camp Cool Kids (2017),4703182,467988
The O'Briens (2013),2408982,225303
Sunday Morning (2017),6562130,518339
A Wrinkle in Time (2003),0290382,27874
We Are Family (2010),1428459,44972
Kuch Khatti Kuch Meethi (2001),0271604,165065
Hum Aapke Dil Mein Rehte Hain (1999),0189592,52860
Katy Caterpillar (1984),0087543,86277
"Through Fire, Water and... Brass Pipes (1968)",0063380,14497
Running for Grace (2018),5696326,534344
Kikoriki. Deja Vu (2018),7050476,506752
Give the Devil His Due (1984),0087731,54333
Snowdrops and Aces (1983),0175184,25907
"Once Upon a Time, There Was a King... (1955)",0184316,49587
Ruffiano and Sweeteeth (1997),0119568,77595
Angel (2005),0493107,47396
Angel 2 (2016),4901798,428330
The Girl on the Broomstick (1972),0067464,47712
The Silver Chair (1990),0098912,41257
Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five (2014),3949650,285812
Ratatoing (2007),1256535,199739
Juggernaut (2017),3130594,491035
The Great Land of Small (1987),0093116,125110
Prince Caspian and the Voyage of the Dawn Treader (1989),0096681,61403
Treasure of the Hidden Planet (1997),0952689,207950
Underdogs (2013),2123342,230015
A Mile in His Shoes (2011),1839390,105962
I'll Believe You (2007),0377061,22491
Buzz Lightyear of Star Command: The Adventure Begins (2000),0181196,16187
Tottoi (1992),1852151,345380
The Singles Ward (2002),0306069,16653
The Singles 2nd Ward (2007),1109520,55284
The R.M. (2003),0341540,36825
El Chanfle (1979),0222962,96424
Teen Titans Go! To the Movies (2018),7424200,474395
The Muppets' Wizard of Oz (2005),0422778,20910
Up in the Sky (2016),4992620,412608
Den Brother (2010),1376699,46064
Life's a Jungle (2012),2171416,114568
36 Vayadhinile (2015),4684258,334383
Redwall The Movie (2000),0306008,50809
Walter Vetrivel (1993),0318822,335924
Horrid Henry: The Movie (2011),1684555,66923
Goosebumps: Haunted Halloween (2018),5664636,442062
Stepsister from Planet Weird (2000),0250754,70773
Rip Girls (2000),0244764,64269
Under Wraps (1997),0128801,76212
The Westing Game (1997),0120495,268716
Freaky Friday (2018),7631348,505904
A Dog and Pony Show (2018),3783510,504295
Angels in the Infield (2000),0238038,72956
Angels in the Endzone (1997),0118618,36986
Mortadelo & Filemon Mission Save the Planet (2008),0970469,80446
The House with a Clock in Its Walls (2018),2119543,463821
Johnny English Strikes Again (2018),6921996,463272
Penmani Aval Kanmani (1983),7414250,508640
The Gnomist (2015),3975058,381436
Parwaaz Hai Junoon,8032912,543005
Penguin Highway (2018),8076344,508422
Storm - Letter of Fire (2017),3568804,378423
The Bobot (2018),5796882,494107
Woodpeckers Don't Get Headaches (1974),0156836,266892
Banjo the Woodpile Cat (1979),0154203,57355
Две сказки (1962),0487579,415001
The Cave of the Golden Rose 2 (1992),0103409,173727
The Cave of the Golden Rose 3 (1993),0105997,173731
102 Not Out (2018),6580564,460713
The Blue Apple Tree (2012),2248765,201245
LasseMajas detektivbyrå - Det första mysteriet (2018),7408796,528489
The Cave of the Golden Rose 4 (1994),0108768,173736
Escape from the Palace (1975),3033174,302702
Gnomes (1981),0343727,30703
A Talking Cat!?! (2013),2511190,165013
Entre ríos: todo lo que no dijimos (2014),3682618,440772
Redwoods (2009),1252329,26731
The Magic Treasure (1950),4162812,446979
Brothers Liu (1953),2407346,248396
The Cave of the Golden Rose 5 (1996),0140039,173737
Enchanted Princess (2018),7412572,494841
Nelly & Simon:  Mission Yeti (2018),5433884,490694
Большой Ух (1989),1796414,218556
Ormie (2010),1640160,209905
The Nutcracker and the Four Realms (2018),5523010,426543
The Grinch (2018),2709692,360920
Ralph Breaks the Internet (2018),5848272,404368
Mother Goose Rock 'N Rhyme (1990),0100192,45265
DC Super Hero Girls: Legends of Atlantis (2018),8634256,513730
Wickie the Viking (2009),1167599,22355
Wickie and the Treasure of the Gods (2011),1584941,80109
A Charlie Brown Thanksgiving (1973),0068359,13479
Charlie Brown's All-Stars (1966),0060230,52952
"It's Magic, Charlie Brown (1981)",0082570,37490
My Little Pony: The Movie (1986),0091584,25400
Dead Pigs (2018),7476810,491305
Ready to Run (2000),0253550,77576
Hounded (2001),0274557,109167
You Wish! (2003),0329783,111485
Undercover Grandpa (2017),3891538,464331
Middle Class Abbayi (2017),7516778,485869
First-Year Student (1948),0040689,63583
Emil and the Detectives (2001),0256739,10556
Halvdan Viking (2018),7400672,546449
Mary Poppins Returns (2018),5028340,400650
The Holiday Calendar (2018),8262802,555850
Believe in Me (2006),0419491,18123
Room to Move (1987),0093880,111002
The Little Prince (1966),0234182,225327
The Ghost of Lord Farquaad (2003),0360985,25523
The Dandelions (2012),2276095,128592
Recess: All Growed Down (2003),0382936,84331
Recess: Taking the Fifth Grade (2003),0382937,405894
Kim Possible Movie: So the Drama (2005),0446724,20771
"Veritas, Prince of Truth (2007)",0421156,55297
A Lullaby for Men (1977),0074760,464130
Γυναίκες Δηλητήριο (1993),0225917,47708
Abulele (2015),4937208,374919
The Christmas Chronicles (2018),2990140,527435
LEGO DC Super Heroes - Aquaman: Rage Of Atlantis (2018),8457394,513736
Дом для Кузьки (1984),2339437,469447
Kitten from Lizyukova Street (1988),5099882,541766
Satellite Boy (2012),2234397,128204
"Bah, Humduck!: A Looney Tunes Christmas (2006)",0896522,13248
The Wacky Wabbit (1942),0035529,53998
Rabbit's Feat (1960),0054223,106932
Aziris Nuna (2006),0479767,25729
Dolphins (2018),6781638,454291
Pixie Hollow Games (2011),1450334,86130
Robinson Crusoe (2003),0395736,62119
How to Train Your Dragon: The Hidden World (2019),2386490,166428
"How to Drown Dr. Mracek, the Lawyer (1975)",0071687,8704
Island of Rusty General (1988),0307295,169344
Moomintroll and the Comet (1978),0472233,344853
"Tomorrow, on April 3rd... (1969)",0065237,450989
I Loved You... (1967),0062506,63582
Once Upon a Girl (1944),0037479,386482
Wildwitch (2018),5668822,523576
"Finest, the Brave Falcon (1975)",0242459,148613
A Winter Morning (1967),0187612,444849
Makar - Pathfinder (1984),0263692,195378
The Bronze Bird (1974),0281423,77052
Adventures of Mowgli: Return to Mankind (1971),1261909,195083
Adventures of Mowgli: Akela's Last Hunt (1969),1260381,195075
Adventures of Mowgli: The Fight (1970),1261908,195080
Clara's Ghost (2018),7562932,489996
Sophia Grace & Rosie's Royal Adventure (2014),3604950,268778
Party Central (2014),3116154,258152
Pet Shop (1995),0110818,125112
Rabarber (2014),3531038,244065
Dragons: Dawn Of The Dragon Racers (2014),4191768,298115
An American Christmas Carol (1979),0078764,52055
My Santa (2013),3091126,240911
A Christmas Carol (1954),0046855,315411
A Flintstone Christmas (1977),0193163,26542
Curious George 3: Back to the Jungle (2015),4622340,338103
Journey to the Christmas Star (2012),2034761,149427
A Christmas Tree Miracle (2013),2328727,233481
Christmas All Over Again (2016),3503454,427279
The Lego Movie 2: The Second Part (2019),3513498,280217
Tortured for Christ (2018),6767852,512186
Angela's Christmas (2018),7829544,563710
The Shanty Where Santy Claus Lives (1933),0024547,81340
F.R.E.D.I. (2018),6146590,487509
Kadaikutty Singam (2018),8023734,498821
Vechera na khutore bliz Dikanki (2001),0450519,82306
Israfil (2017),6218794,439993
Aba Jan (2017),6213822,440270
With You The World Is Fun (1982),0084620,50873
Ghost Patrol (2016),6111628,422229
Bilby (2019),8013970,528644
Please Accuse Klava K. of My Death (1979),0080073,64122
Tea Pets (2017),6903084,458186
The Wind in the Willows (2006),0825347,36602
The Blue Bird (1976),0074225,100922
Journey Back to Oz (1974),0067280,187542
Wheely (2018),6157970,488397
Mail Order Monster (2018),4694366,554979
A Dog's Way Home (2019),7616798,508763
Here Comes the Grump (2018),6494344,502259
"Beep, Beep (1952)",0044404,414831
"Water, Water Every Hare (1952)",0045315,52973
Long-Haired Hare (1949),0041598,64711
What's Up Doc? (1950),0043128,52974
Homeless Hare (1950),0042573,100311
Rabbit Hood (1949),0041779,88601
Heavenly Puss (1949),0041450,67824
Rabbit Punch (1948),0040718,100340
Rhapsody Rabbit (1946),0038880,100344
Baseball Bugs (1946),0038333,34929
The Old Grey Hare (1944),0037147,88769
Chicken Little (1943),0035733,64648
A Tale of Two Kitties (1942),0035414,83676
A Wild Hare (1940),0033260,144904
You Ought to Be in Pictures (1940),0033282,100391
I Love to Singa (1936),0027779,83797
The Growing Pains Movie (2000),0253113,152857
The Secret Life of Kyle (2017),7411374,484809
Sui Dhaaga (2018),7147540,496327
Storm Boy (2019),3340446,505953
Orphan Horse (2018),7784788,564766
Train in the Snow (1976),0076893,38817
The Kid Who Would Be King (2019),6811018,454294
The Prince and the Pauper (1942),0349998,469317
Sune vs Sune (2018),7474512,560694
Bon Voyage! (1962),0055807,103709
An Ant's Life (1998),0216601,122956
Scrub Me Mama with a Boogie Beat (1941),0142826,236547
Beauty and the Beast (1934),0024866,174494
Pettin' in the Park (1934),0025651,174440
Three's a Crowd (1932),0023591,156476
The Little Witch (2018),6153538,425194
Designs on Jerry (1955),0047984,54179
Blessed Madness (2018),7022404,486070
Yellow Is the New Black (2018),9227936,553903
Assault and Flattery (1956),0149722,174259
The Queen's Corgi (2019),6563576,509730
Friends: Naki on Monster Island (2011),1793224,180272
After Darkness (2019),2728784,414777
Ruslan and Ludmila (1972),0174174,149837
Kids on the Slope (2018),6835804,482121
Viswasam (2019),7725626,503356
The Great Adventure of Zorro (1976),0288551,323444
Kitbull (2019),9536832,574074
Sandakozhi 2 (2018),7938444,500366
King of the Grizzlies (1970),0065943,98348
Bad Apple (2016),3978318,323561
The New Adventures of Pinocchio (1999),0199950,256075
Scooby-Doo! and the Curse of the 13th Ghost (2019),9260980,560066
Kim Possible (2019),7979492,520720
Wabbit Twouble (1941),0034368,52969
Brave Little Tailor (1938),0029943,57472
Panic in the Mailroom (2013),3425332,229405
Puppy (2013),3405276,229407
Minions: Training Wheels (2013),3454066,229408
Home Makeover (2010),1830633,54553
Despicable Me Presents: Minion Madness (2010),2129997,286558
Competition (2015),5223342,366142
Cro Minion (2015),5242396,366141
Danny and the Dinosaur... and More Friendly (1990),1303699,117568
"Yes, Virginia (2009)",1545330,54443
Belle's Magical World (1998),0167038,20235
The Bear Who Slept Through Christmas (1973),0297017,147492
How to Train Your Dragon - Legends (2010),2542490,207516
Room on the Broom (2012),2484120,152581
Dear Dracula (2012),2428378,140109
Stellaluna (2004),0463373,48308
The Three Heroes: The Heiress to the Throne (2018),8682096,518590
Rainbow Magic: Return to Rainspell Island (2010),1655431,55385
Bobby en de Geestenjagers (2013),2528786,212249
My Extraordinary Summer with Tess (2019),6851430,575803
Vechtmeisje (2018),4187366,484432
Home Run Showdown (2012),1680311,128450
Pokémon the Movie: The Power of Us (2018),8108230,494407
El mejor verano de mi vida (2018),7679126,519597
Eva & Adam: Four Birthdays and a Fiasco (2004),0268288,61373
Kidz in da Hood (2006),0882771,16701
"Jacob, Mimmi and the Talking Dogs (2019)",8308072,580256
Dumbo (2019),3861390,329996
Luis and the Aliens (2018),4410000,432383
Nancy Drew and the Hidden Staircase (2019),8323104,519473
Troop Zero (2019),2404465,525946
Wonder Park (2019),6428676,400157
Missing Link (2019),6348138,458253
Eddie's Life Coach (2017),6536776,449655
The Land of Good Little Kids (2013),3338396,248229
The Graduates (1995),0113623,56374
İksir (2014),3749216,326972
The Last Halloween (1991),0156727,231929
Norm of the North: Keys to the Kingdom (2018),7913394,545963
The Secret Life of Pets 2 (2019),5113040,412117
Life-Size 2 (2018),3920782,500284
Pokémon: Detective Pikachu (2019),5884052,447404
A Dog's Journey (2019),8385474,522518
The Adventures of Pinocchio (1975),7672310,58451
Tintin and the Blue Oranges (1964),0058663,46690
Strong as a Lion (2003),0302713,145356
The Stone Flower (1946),0038666,14495
Penguins (2019),8080302,508802
Mary Christmas (2002),0328116,142046
Jim Button and Luke the Engine Driver (2018),3072732,422742
Patrick (2018),6542108,478159
Timid Tabby (1957),0051086,92297
Toy Story 4 (2019),1979376,301528
Tabasco Road (1957),0051044,188755
Wot a Night (1931),0153942,162565
Stepan's Remembrance (1976),3390582,306732
The Legend of Timm Thaler or The Boy Who Sold His Laughter (2017),4578050,361142
Cats and Peachtopia (2018),7886614,513386
Little House: Bless All the Dear Children (1984),0087630,368088
Little House: Look Back to Yesterday (1983),0085855,441785
Batman vs. Teenage Mutant Ninja Turtles (2019),9775360,581997
In Family I Trust (2019),6869362,512019
An Angel for May (2002),0313202,127052
Kidnep (2015),3875310,334833
Wiener Dog Nationals (2013),1535975,206356
Space Chicken (2017),4494382,450314
Einstein and Einstein (2013),3401962,284593
Spring Transformations (1974),0332811,422176
Malibu Rescue (2019),9228950,576040
Winnie the Pooh: A Very Merry Pooh Year (2002),0324572,13706
Kung Fu Panda: Secrets of the Scroll (2016),5513770,381693
Cinderella and the Secret Prince (2018),6241270,543583
Little Bee (2007),3378408,216115
Lucky Loser (2012),2605280,166145
O štěstí a kráse (1986),2855902,85630
How to Get Daddy to Change (1978),0322810,36891
How to Rip Whale Tooth (1977),0322811,36892
Darbujan and Pandrhola (1960),0052721,116174
How to Wake a Princess (1978),0076223,50774
The Three Veterans (1984),0086477,46091
Home for Christmas (1990),0099787,210322
The Prize Fighter (1979),0079754,31554
The Big Trip (2019),7403614,533715
Tadpole and the Whale (1987),0093117,80974
I Believe in Santa Claus (1984),0182221,150219
The Nutcracker and The Mouseking (2004),0425313,74496
Pachamama (2018),5541002,529790
Get Squirrely (2015),2097333,387892
Babes In Toyland (1987),0090683,26984
My First Miracle (2015),3967826,493511
Dog and Cat (1955),0145745,448515
The Lion King (2019),6105098,420818
Dora and the Lost City of Gold (2019),7547410,499701
My Brother the Time Traveler (2017),6436270,493282
Christmas with a View (2018),8041006,550385
Fred 2: Night of the Living Fred (2011),1927093,84564
Fred 3: Camp Fred (2012),2395219,128542
Jean-François and the Meaning of Life (2018),4211620,518492
The Angry Birds Movie 2 (2019),6095472,454640
Beats (2019),8530978,603519
The Butt (1974),0071498,49977
Mr. Rossi Looks for Happiness (1976),0203908,36839
Turma da Mônica: Laços (2019),8169552,459670
"So Long, My Son (2019)",9581076,493899
The African Lion (1955),0047803,113735
Kayak to Klemtu (2018),7207726,481356
Puthiya Niyamam (2016),5323568,371813
Jomonte Suvisheshangal (2017),6059074,432583
Early Spring (1963),0057713,176673
Miracles of Thursday (1957),0050574,100052
A Peacock's Tail (1946),1794902,90642
Little Ghost (1997),0119550,64313
UglyDolls (2019),1946502,454458
Goobers! (2012),0119744,107866
The Olsen Gang in a Fix (1969),0064755,12231
The Olsen Gang's Big Score (1972),0069042,15498
The Olsen Gang Goes Crazy (1973),0070474,15499
The Olsen Gang's Last Trick (1998),0130156,12549
The Olsen Gang Outta Sight (1977),0076495,12711
The Olsen Gang Never Surrenders (1979),0079662,12712
The Olsen Gang Goes to War (1978),0078026,12592
The Last Exploits of the Olsen Gang (1974),0071939,12269
Strawinsky and the Mysterious House (2012),8141808,301156
All Summer in a Day (1982),0195517,68067
The Green Book: Guide to Freedom (2019),9758270,581012
The Kindly Lion (1970),8905718,266562
Mikhael (2019),8694228,573257
American Primitive (2008),0435711,321597
A Gnome Named Gnorm (1990),0109912,21357
Jinxed (2013),2934844,246569
All Stars (2013),2186766,189680
Invader ZIM: Enter the Florpus (2019),6739094,472983
El Americano: The Movie (2016),3181400,265312
Blurt! (2018),6948600,467181
Horrible Histories: The Movie - Rotten Romans (2019),7715070,553002
Master Spy (2016),5528996,414690
El Chanfle 2 (1982),0222961,149973
Family Ties (2006),0823462,64223
Hula Girls (2006),0768116,38305
Rocket-bye Baby (1956),0049685,188805
The Nutty Boy: A Film (1995),0257909,51184
An Extremely Nutty Teacher (2011),1401681,81722
Cinderella (1922),0158472,88463
Steven Universe: The Movie (2019),10515852,537061
Rocca verändert die Welt (2019),8773020,0
Expecting Mary (2010),1482932,62505
Abominable (2019),6324278,431580
Trouble (2019),6772524,570480
Operation Christmas List (2015),5178596,375870
"Help Me, Bros! (1988)",0307212,67842
Garfield Goes Hollywood (1987),0166203,64154
Garfield on the Town (1983),0295274,14307
Garfield in the Rough (1984),0166205,64169
Garfield's Babes and Bullets (1989),0325448,64168
Frozen II (2019),4520988,330457
Minuscule 2: Mandibles From Far Away (2019),7296782,513302
The Prince and the Pauper (1972),0069122,576934
The Addams Family (2019),1620981,481084
Spread Your Wings (2019),10204940,589982
La leyenda de la Nahuala (2007),1003009,29826
La leyenda de la llorona (2011),1828224,116322
LEGO DC: Batman - Family Matters (2019),10327712,602307
The Secret of a Leader (2019),8461330,592542
The Adventures of Jurassic Pet (2019),7424930,593026
The Winter Stallion (1992),0103960,18980
The Immortal Woman (1993),0107672,112225
Boys Will Be Boys (1976),0138690,67957
Krakonoš a lyžníci (1981),0174827,160091
The Lamp (2011),1754648,81212
Jak se peče štěstí (1982),1777584,364513
O princezně na klíček (1987),0926321,425825
Tajemství staré bambitky (2011),2154715,81719
The Devil Knows Why (2003),0281707,78811
The Magic Quill (2018),7028140,567181
Os Saltimbancos Trapalhões (1981),0138073,88730
Os Trapalhões no Reino da Fantasia (1985),0139662,133005
Os Fantasmas Trapalhões (1987),0138434,133007
O Casamento dos Trapalhões (1988),0139102,88697
A Princesa Xuxa e os Trapalhões (1989),0121654,123571
O Noviço Rebelde (1997),0136436,254384
"Simão, o Fantasma Trapalhão (1998)",0192612,128449
My Best Holidays (2012),2153905,93847
Little Miss Dolittle (2018),5368108,505204
